"Places","SearchTerm","Latitude","Longitude"
"Grand County, UT","Grand+County,+UT",38.99985,-109.60372
"Iron County, UT","Iron+County,+UT",37.81174,-113.31353
"Juab County, UT","Juab+County,+UT",39.66302,-112.88237
"Kane County, UT","Kane+County,+UT",37.27208,-111.8842
"Millard County, UT","Millard+County,+UT",39.06256,-113.03152
"Morgan County, UT","Morgan+County,+UT",41.07699,-111.65106
"Piute County, UT","Piute+County,+UT",38.32877,-112.09283
"Rich County, UT","Rich+County,+UT",41.5714,-111.23808
"Salt Lake County, UT","Salt+Lake+County,+UT",40.66803,-111.90306
"San Juan County, UT","San+Juan+County,+UT",37.749,-109.74485
"Sanpete County, UT","Sanpete+County,+UT",39.42261,-111.5241
"Sevier County, UT","Sevier+County,+UT",38.7737,-111.76355
"Summit County, UT","Summit+County,+UT",40.90009,-110.75568
"Tooele County, UT","Tooele+County,+UT",40.49007,-113.11265
"Uintah County, UT","Uintah+County,+UT",40.16,-109.51351
"Utah County, UT","Utah+County,+UT",40.1771,-111.69116
"Wasatch County, UT","Wasatch+County,+UT",40.29524,-111.13429
"Washington County, UT","Washington+County,+UT",37.30908,-113.47653
"Wayne County, UT","Wayne+County,+UT",38.33016,-110.90586
"Weber County, UT","Weber+County,+UT",41.25528,-111.89446
"Addison County, VT","Addison+County,+VT",44.02863,-73.07766
"Bennington County, VT","Bennington+County,+VT",43.0267,-73.13646
"Caledonia County, VT","Caledonia+County,+VT",44.46239,-72.10793
"Chittenden County, VT","Chittenden+County,+VT",44.44215,-73.05302
"Essex County, VT","Essex+County,+VT",44.68079,-71.73454
"Franklin County, VT","Franklin+County,+VT",44.82473,-72.87426
"Grand Isle County, VT","Grand+Isle+County,+VT",44.78844,-73.2932
"Lamoille County, VT","Lamoille+County,+VT",44.59993,-72.63395
"Orange County, VT","Orange+County,+VT",43.99618,-72.43983
"Orleans County, VT","Orleans+County,+VT",44.77569,-72.25791
"Rutland County, VT","Rutland+County,+VT",43.57489,-73.02865
"Washington County, VT","Washington+County,+VT",44.25977,-72.6149
"Windham County, VT","Windham+County,+VT",42.9947,-72.73434
"Windsor County, VT","Windsor+County,+VT",43.59225,-72.54877
"Accomack County, VA","Accomack+County,+VA",37.73798,-75.81897
"Albemarle County, VA","Albemarle+County,+VA",38.00039,-78.56166
"Alleghany County, VA","Alleghany+County,+VA",37.77853,-80.10679
"Amelia County, VA","Amelia+County,+VA",37.34516,-78.04236
"Amherst County, VA","Amherst+County,+VA",37.59994,-79.16302
"Appomattox County, VA","Appomattox+County,+VA",37.37723,-78.79276
"Augusta County, VA","Augusta+County,+VA",38.1798,-79.3066
"Bath County, VA","Bath+County,+VA",38.05533,-79.73544
"Bedford County, VA","Bedford+County,+VA",37.31198,-79.56561
"Bland County, VA","Bland+County,+VA",37.12743,-81.07785
"Botetourt County, VA","Botetourt+County,+VA",37.55505,-79.75587
"Brunswick County, VA","Brunswick+County,+VA",36.78393,-77.84163
"Buchanan County, VA","Buchanan+County,+VA",37.2893,-82.06214
"Buckingham County, VA","Buckingham+County,+VA",37.56285,-78.55985
"Campbell County, VA","Campbell+County,+VA",37.22795,-79.09637
"Caroline County, VA","Caroline+County,+VA",38.01467,-77.36937
"Carroll County, VA","Carroll+County,+VA",36.74501,-80.7426
"Charles City County, VA","Charles+City+County,+VA",37.35696,-77.08239
"Charlotte County, VA","Charlotte+County,+VA",36.97378,-78.60448
"Chesterfield County, VA","Chesterfield+County,+VA",37.38987,-77.62964
"Clarke County, VA","Clarke+County,+VA",39.12205,-77.97049
"Craig County, VA","Craig+County,+VA",37.48759,-80.19085
"Culpeper County, VA","Culpeper+County,+VA",38.5037,-78.00066
"Cumberland County, VA","Cumberland+County,+VA",37.52549,-78.22217
"Dickenson County, VA","Dickenson+County,+VA",37.1309,-82.36067
"Dinwiddie County, VA","Dinwiddie+County,+VA",37.0724,-77.6462
"Essex County, VA","Essex+County,+VA",37.94542,-76.96259
"Fairfax County, VA","Fairfax+County,+VA",38.83154,-77.3235
"Fauquier County, VA","Fauquier+County,+VA",38.7114,-77.81548
"Floyd County, VA","Floyd+County,+VA",36.91607,-80.41009
"Fluvanna County, VA","Fluvanna+County,+VA",37.84873,-78.27253
"Franklin County, VA","Franklin+County,+VA",37.00676,-79.86341
"Frederick County, VA","Frederick+County,+VA",39.23602,-78.2253
"Giles County, VA","Giles+County,+VA",37.31455,-80.66802
"Gloucester County, VA","Gloucester+County,+VA",37.41828,-76.57072
"Goochland County, VA","Goochland+County,+VA",37.73475,-77.96752
"Grayson County, VA","Grayson+County,+VA",36.68273,-81.23687
"Greene County, VA","Greene+County,+VA",38.3302,-78.47983
"Greensville County, VA","Greensville+County,+VA",36.7215,-77.573
"Halifax County, VA","Halifax+County,+VA",36.80137,-78.91782
"Hanover County, VA","Hanover+County,+VA",37.77329,-77.55277
"Henrico County, VA","Henrico+County,+VA",37.5313,-77.30313
"Henry County, VA","Henry+County,+VA",36.69903,-79.98635
"Highland County, VA","Highland+County,+VA",38.38598,-79.5178
"Isle of Wight County, VA","Isle+of+Wight+County,+VA",36.89949,-76.68587
"James City County, VA","James+City+County,+VA",37.31067,-76.80395
"King and Queen County, VA","King+and+Queen+County,+VA",37.70167,-76.85672
"King George County, VA","King+George+County,+VA",38.27102,-77.18024
"King William County, VA","King+William+County,+VA",37.71387,-77.11843
"Lancaster County, VA","Lancaster+County,+VA",37.71235,-76.47471
"Lee County, VA","Lee+County,+VA",36.74287,-82.98148
"Loudoun County, VA","Loudoun+County,+VA",39.08537,-77.66435
"Louisa County, VA","Louisa+County,+VA",37.94065,-77.93362
"Lunenburg County, VA","Lunenburg+County,+VA",36.94797,-78.24466
"Madison County, VA","Madison+County,+VA",38.42891,-78.27874
"Mathews County, VA","Mathews+County,+VA",37.39396,-76.2704
"Mecklenburg County, VA","Mecklenburg+County,+VA",36.71604,-78.33331
"Middlesex County, VA","Middlesex+County,+VA",37.64428,-76.623
"Montgomery County, VA","Montgomery+County,+VA",37.17408,-80.37384
"Nelson County, VA","Nelson+County,+VA",37.79166,-78.9042
"New Kent County, VA","New+Kent+County,+VA",37.50235,-76.98857
"Northampton County, VA","Northampton+County,+VA",37.2785,-75.98461
"Northumberland County, VA","Northumberland+County,+VA",37.84174,-76.28705
"Nottoway County, VA","Nottoway+County,+VA",37.13947,-78.06954
"Orange County, VA","Orange+County,+VA",38.25515,-77.99099
"Page County, VA","Page+County,+VA",38.62597,-78.48129
"Patrick County, VA","Patrick+County,+VA",36.70729,-80.27244
"Pittsylvania County, VA","Pittsylvania+County,+VA",36.83914,-79.39553
"Powhatan County, VA","Powhatan+County,+VA",37.55369,-77.88665
"Prince Edward County, VA","Prince+Edward+County,+VA",37.23809,-78.4589
"Prince George County, VA","Prince+George+County,+VA",37.15961,-77.24814
"Prince William County, VA","Prince+William+County,+VA",38.72184,-77.44388
"Pulaski County, VA","Pulaski+County,+VA",37.06195,-80.72819
"Rappahannock County, VA","Rappahannock+County,+VA",38.69182,-78.12934
"Richmond County, VA","Richmond+County,+VA",37.9513,-76.73408
"Roanoke County, VA","Roanoke+County,+VA",37.26539,-80.15062
"Rockbridge County, VA","Rockbridge+County,+VA",37.80945,-79.44091
"Rockingham County, VA","Rockingham+County,+VA",38.52835,-78.9404
"Russell County, VA","Russell+County,+VA",36.92595,-82.07465
"Scott County, VA","Scott+County,+VA",36.73957,-82.58282
"Shenandoah County, VA","Shenandoah+County,+VA",38.85371,-78.58664
"Smyth County, VA","Smyth+County,+VA",36.82645,-81.51263
"Southampton County, VA","Southampton+County,+VA",36.76994,-77.09613
"Spotsylvania County, VA","Spotsylvania+County,+VA",38.18475,-77.65635
"Stafford County, VA","Stafford+County,+VA",38.41742,-77.47636
"Surry County, VA","Surry+County,+VA",37.09639,-76.89629
"Sussex County, VA","Sussex+County,+VA",36.90978,-77.28997
"Tazewell County, VA","Tazewell+County,+VA",37.13554,-81.60555
"Warren County, VA","Warren+County,+VA",38.89689,-78.19731
"Washington County, VA","Washington+County,+VA",36.76164,-81.95557
"Westmoreland County, VA","Westmoreland+County,+VA",38.12153,-76.73752
"Wise County, VA","Wise+County,+VA",37.00091,-82.63073
"Wythe County, VA","Wythe+County,+VA",36.91548,-81.05808
"York County, VA","York+County,+VA",37.23599,-76.32008
"Chesapeake city, VA","Chesapeake+city,+VA",36.71429,-76.24779
"Suffolk city, VA","Suffolk+city,+VA",36.73116,-76.58895
"Virginia Beach city, VA","Virginia+Beach+city,+VA",36.75528,-76.05963
"Adams County, WA","Adams+County,+WA",46.99769,-118.47083
"Asotin County, WA","Asotin+County,+WA",46.22933,-117.18753
"Benton County, WA","Benton+County,+WA",46.28166,-119.57063
"Chelan County, WA","Chelan+County,+WA",47.90589,-120.54381
"Clallam County, WA","Clallam+County,+WA",48.18035,-123.83358
"Clark County, WA","Clark+County,+WA",45.80168,-122.51888
"Columbia County, WA","Columbia+County,+WA",46.31174,-117.92721
"Cowlitz County, WA","Cowlitz+County,+WA",46.11929,-122.61465
"Douglas County, WA","Douglas+County,+WA",47.68572,-119.74903
"Ferry County, WA","Ferry+County,+WA",48.41522,-118.52384
"Franklin County, WA","Franklin+County,+WA",46.46594,-118.94261
"Garfield County, WA","Garfield+County,+WA",46.35051,-117.54756
"Grant County, WA","Grant+County,+WA",47.29374,-119.49189
"Grays Harbor County, WA","Grays+Harbor+County,+WA",47.16248,-123.84297
"Island County, WA","Island+County,+WA",48.12247,-122.52164
"Jefferson County, WA","Jefferson+County,+WA",47.94401,-122.79389
"King County, WA","King+County,+WA",47.43248,-121.9594
"Kitsap County, WA","Kitsap+County,+WA",47.68794,-122.60748
"Kittitas County, WA","Kittitas+County,+WA",47.16695,-120.66238
"Klickitat County, WA","Klickitat+County,+WA",45.82538,-120.7794
"Lewis County, WA","Lewis+County,+WA",46.5891,-122.38418
"Lincoln County, WA","Lincoln+County,+WA",47.60892,-118.39973
"Mason County, WA","Mason+County,+WA",47.3448,-123.15682
"Okanogan County, WA","Okanogan+County,+WA",48.47069,-119.73947
"Pacific County, WA","Pacific+County,+WA",46.51466,-123.70908
"Pend Oreille County, WA","Pend+Oreille+County,+WA",48.5229,-117.26824
"Pierce County, WA","Pierce+County,+WA",47.066,-122.03972
"San Juan County, WA","San+Juan+County,+WA",48.55785,-122.98438
"Skagit County, WA","Skagit+County,+WA",48.47654,-121.90889
"Skamania County, WA","Skamania+County,+WA",45.96877,-121.92917
"Snohomish County, WA","Snohomish+County,+WA",48.0373,-121.74703
"Spokane County, WA","Spokane+County,+WA",47.65357,-117.43046
"Stevens County, WA","Stevens+County,+WA",48.39635,-117.84733
"Thurston County, WA","Thurston+County,+WA",46.9785,-122.89895
"Wahkiakum County, WA","Wahkiakum+County,+WA",46.26401,-123.3439
"Walla Walla County, WA","Walla+Walla+County,+WA",46.30328,-118.5042
"Whatcom County, WA","Whatcom+County,+WA",48.82132,-121.8597
"Whitman County, WA","Whitman+County,+WA",46.83873,-117.52128
"Yakima County, WA","Yakima+County,+WA",46.5647,-120.64866
"Barbour County, WV","Barbour+County,+WV",39.12521,-80.02738
"Berkeley County, WV","Berkeley+County,+WV",39.44277,-78.0269
"Boone County, WV","Boone+County,+WV",37.99696,-81.71459
"Braxton County, WV","Braxton+County,+WV",38.70618,-80.73563
"Brooke County, WV","Brooke+County,+WV",40.2798,-80.56801
"Cabell County, WV","Cabell+County,+WV",38.41317,-82.27604
"Calhoun County, WV","Calhoun+County,+WV",38.82865,-81.11391
"Clay County, WV","Clay+County,+WV",38.46574,-81.05937
"Doddridge County, WV","Doddridge+County,+WV",39.27084,-80.74847
"Fayette County, WV","Fayette+County,+WV",38.04135,-81.09612
"Gilmer County, WV","Gilmer+County,+WV",38.91358,-80.81248
"Grant County, WV","Grant+County,+WV",39.07059,-79.18866
"Greenbrier County, WV","Greenbrier+County,+WV",37.97574,-80.40358
"Hampshire County, WV","Hampshire+County,+WV",39.31405,-78.63104
"Hancock County, WV","Hancock+County,+WV",40.51618,-80.57042
"Hardy County, WV","Hardy+County,+WV",38.99947,-78.82692
"Harrison County, WV","Harrison+County,+WV",39.28521,-80.3964
"Jackson County, WV","Jackson+County,+WV",38.82493,-81.69553
"Jefferson County, WV","Jefferson+County,+WV",39.31598,-77.86071
"Kanawha County, WV","Kanawha+County,+WV",38.29689,-81.52363
"Lewis County, WV","Lewis+County,+WV",38.94589,-80.49319
"Lincoln County, WV","Lincoln+County,+WV",38.16022,-82.08344
"Logan County, WV","Logan+County,+WV",37.83321,-81.94276
"McDowell County, WV","McDowell+County,+WV",37.37535,-81.63551
"Marion County, WV","Marion+County,+WV",39.51414,-80.26253
"Marshall County, WV","Marshall+County,+WV",39.8772,-80.65532
"Mason County, WV","Mason+County,+WV",38.75244,-82.00145
"Mercer County, WV","Mercer+County,+WV",37.4163,-81.07676
"Mineral County, WV","Mineral+County,+WV",39.44293,-78.86435
"Mingo County, WV","Mingo+County,+WV",37.74294,-82.21535
"Monongalia County, WV","Monongalia+County,+WV",39.5785,-79.96962
"Monroe County, WV","Monroe+County,+WV",37.55209,-80.54663
"Morgan County, WV","Morgan+County,+WV",39.54341,-78.29861
"Nicholas County, WV","Nicholas+County,+WV",38.31831,-80.8242
"Ohio County, WV","Ohio+County,+WV",40.10138,-80.61372
"Pendleton County, WV","Pendleton+County,+WV",38.68466,-79.34185
"Pleasants County, WV","Pleasants+County,+WV",39.37236,-81.15523
"Pocahontas County, WV","Pocahontas+County,+WV",38.38794,-79.98535
"Preston County, WV","Preston+County,+WV",39.45788,-79.68994
"Putnam County, WV","Putnam+County,+WV",38.47536,-81.89036
"Raleigh County, WV","Raleigh+County,+WV",37.74902,-81.17394
"Randolph County, WV","Randolph+County,+WV",38.75338,-79.82731
"Ritchie County, WV","Ritchie+County,+WV",39.19853,-81.08384
"Roane County, WV","Roane+County,+WV",38.73163,-81.35159
"Summers County, WV","Summers+County,+WV",37.64875,-80.87732
"Taylor County, WV","Taylor+County,+WV",39.34529,-80.04878
"Tucker County, WV","Tucker+County,+WV",39.11782,-79.57611
"Tyler County, WV","Tyler+County,+WV",39.4508,-80.82174
"Upshur County, WV","Upshur+County,+WV",38.89933,-80.23372
"Wayne County, WV","Wayne+County,+WV",38.13209,-82.4387
"Webster County, WV","Webster+County,+WV",38.48241,-80.43544
"Wetzel County, WV","Wetzel+County,+WV",39.57528,-80.66003
"Wirt County, WV","Wirt+County,+WV",39.04099,-81.40623
"Wood County, WV","Wood+County,+WV",39.21806,-81.50448
"Wyoming County, WV","Wyoming+County,+WV",37.6033,-81.56961
"Adams County, WI","Adams+County,+WI",43.94518,-89.77675
"Ashland County, WI","Ashland+County,+WI",46.6452,-90.68526
"Barron County, WI","Barron+County,+WI",45.42337,-91.84867
"Bayfield County, WI","Bayfield+County,+WI",46.68281,-91.18722
"Brown County, WI","Brown+County,+WI",44.46016,-87.97772
"Buffalo County, WI","Buffalo+County,+WI",44.31118,-91.72135
"Burnett County, WI","Burnett+County,+WI",45.89863,-92.36372
"Calumet County, WI","Calumet+County,+WI",44.06781,-88.22347
"Chippewa County, WI","Chippewa+County,+WI",45.07411,-91.28761
"Clark County, WI","Clark+County,+WI",44.72788,-90.61904
"Columbia County, WI","Columbia+County,+WI",43.46222,-89.30345
"Crawford County, WI","Crawford+County,+WI",43.20622,-90.88769
"Dane County, WI","Dane+County,+WI",43.06971,-89.42477
"Dodge County, WI","Dodge+County,+WI",43.41411,-88.70302
"Door County, WI","Door+County,+WI",45.05947,-86.98504
"Douglas County, WI","Douglas+County,+WI",46.52501,-91.92285
"Dunn County, WI","Dunn+County,+WI",44.94657,-91.89311
"Eau Claire County, WI","Eau+Claire+County,+WI",44.7267,-91.28574
"Florence County, WI","Florence+County,+WI",45.86709,-88.37551
"Fond du Lac County, WI","Fond+du+Lac+County,+WI",43.74027,-88.5229
"Forest County, WI","Forest+County,+WI",45.7252,-88.86151
"Grant County, WI","Grant+County,+WI",42.85933,-90.75482
"Green County, WI","Green+County,+WI",42.67889,-89.60245
"Green Lake County, WI","Green+Lake+County,+WI",43.80764,-89.02682
"Iowa County, WI","Iowa+County,+WI",43.01135,-90.1334
"Iron County, WI","Iron+County,+WI",46.38982,-90.34642
"Jackson County, WI","Jackson+County,+WI",44.3339,-90.74158
"Jefferson County, WI","Jefferson+County,+WI",43.02015,-88.77699
"Juneau County, WI","Juneau+County,+WI",43.94515,-90.13405
"Kenosha County, WI","Kenosha+County,+WI",42.58118,-87.70137
"Kewaunee County, WI","Kewaunee+County,+WI",44.5025,-87.30977
"La Crosse County, WI","La+Crosse+County,+WI",43.90782,-91.12784
"Lafayette County, WI","Lafayette+County,+WI",42.66025,-90.13169
"Langlade County, WI","Langlade+County,+WI",45.2495,-89.05229
"Lincoln County, WI","Lincoln+County,+WI",45.33748,-89.73534
"Manitowoc County, WI","Manitowoc+County,+WI",44.10843,-87.53543
"Marathon County, WI","Marathon+County,+WI",44.90107,-89.76947
"Marinette County, WI","Marinette+County,+WI",45.30167,-87.99527
"Marquette County, WI","Marquette+County,+WI",43.81285,-89.39824
"Menominee County, WI","Menominee+County,+WI",44.98676,-88.73467
"Milwaukee County, WI","Milwaukee+County,+WI",43.01735,-87.58077
"Monroe County, WI","Monroe+County,+WI",43.94311,-90.61168
"Oconto County, WI","Oconto+County,+WI",45.02544,-88.30375
"Oneida County, WI","Oneida+County,+WI",45.68308,-89.54493
"Outagamie County, WI","Outagamie+County,+WI",44.41641,-88.46364
"Ozaukee County, WI","Ozaukee+County,+WI",43.36711,-87.60389
"Pepin County, WI","Pepin+County,+WI",44.54591,-92.08727
"Pierce County, WI","Pierce+County,+WI",44.70109,-92.424
"Polk County, WI","Polk+County,+WI",45.46891,-92.41905
"Portage County, WI","Portage+County,+WI",44.46469,-89.47505
"Price County, WI","Price+County,+WI",45.6795,-90.36066
"Racine County, WI","Racine+County,+WI",42.72725,-87.67839
"Richland County, WI","Richland+County,+WI",43.35941,-90.42887
"Rock County, WI","Rock+County,+WI",42.66977,-89.07203
"Rusk County, WI","Rusk+County,+WI",45.46528,-91.10949
"St. Croix County, WI","St.+Croix+County,+WI",45.03411,-92.45353
"Sauk County, WI","Sauk+County,+WI",43.39371,-89.89634
"Sawyer County, WI","Sawyer+County,+WI",45.89766,-91.10973
"Shawano County, WI","Shawano+County,+WI",44.80722,-88.73729
"Sheboygan County, WI","Sheboygan+County,+WI",43.71804,-87.65306
"Taylor County, WI","Taylor+County,+WI",45.20674,-90.48535
"Trempealeau County, WI","Trempealeau+County,+WI",44.29058,-91.34777
"Vernon County, WI","Vernon+County,+WI",43.57687,-90.77141
"Vilas County, WI","Vilas+County,+WI",46.07821,-89.43622
"Walworth County, WI","Walworth+County,+WI",42.66755,-88.54124
"Washburn County, WI","Washburn+County,+WI",45.89775,-91.78708
"Washington County, WI","Washington+County,+WI",43.36772,-88.22927
"Waukesha County, WI","Waukesha+County,+WI",43.01903,-88.30439
"Waupaca County, WI","Waupaca+County,+WI",44.46187,-88.98026
"Waushara County, WI","Waushara+County,+WI",44.11385,-89.24183
"Winnebago County, WI","Winnebago+County,+WI",44.06857,-88.64503
"Wood County, WI","Wood+County,+WI",44.46651,-90.0212
"Albany County, WY","Albany+County,+WY",41.71486,-105.67564
"Big Horn County, WY","Big+Horn+County,+WY",44.58355,-107.9854
"Campbell County, WY","Campbell+County,+WY",44.24765,-105.5504
"Carbon County, WY","Carbon+County,+WY",41.71692,-106.79146
"Converse County, WY","Converse+County,+WY",42.89421,-105.48561
"Crook County, WY","Crook+County,+WY",44.58827,-104.57072
